"","itemid","condition","cresp","experiment","item","question","question.acc","question.cresp","question.resp","question.rt","sentence","slide_1.resp","slide_1.rt","subject","trial","trial_abort","roi","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","word","group","spill0len","spill1len","spill2len","spill","NPsubj","NPobj","logTFT","logFPRT","logRPD","wlen"
"3417","1a","a","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9118308","Michael read each book during lunch break in the solarium.","Y",873,"13","105","0","3",276,1,276,276,276,276,276,2155,0,0,0,0,0,276,"each ","1",4,3,3,"0","name","universal",5.62040086571715,5.62040086571715,5.62040086571715,4
"3418","1a","a","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9118308","Michael read each book during lunch break in the solarium.","Y",873,"13","105","0","4",328,1,328,328,328,328,328,2483,0,0,0,0,0,328,"book ","1",4,3,3,"0","name","universal",5.79301360838414,5.79301360838414,5.79301360838414,4
"3419","1a","a","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9118308","Michael read each book during lunch break in the solarium.","Y",873,"13","105","0","5",231,1,231,231,231,231,231,2714,0,0,0,0,0,231,"during ","1",4,3,3,"1","name","universal",5.44241771052179,5.44241771052179,5.44241771052179,6
"3420","1a","a","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9118308","Michael read each book during lunch break in the solarium.","Y",873,"13","105","0","6",194,1,0,373,373,373,373,3087,0,0,0,0,0,373,"lunch ","1",4,3,3,"1","name","universal",5.92157841964382,5.92157841964382,5.92157841964382,5
"3422","1a","a","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9118308","Michael read each book during lunch break in the solarium.","Y",873,"13","105","0","9",322,1,322,322,322,322,464,3551,0,0,0,1,1,322,"the ","1",4,3,3,"2","name","universal",5.77455154554441,5.77455154554441,6.13988455222626,3
"3424","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","122315","Michael read that book during lunch break in the solarium.","Y",61,"30","105","0","10",96,1,0,96,424,424,2931,2931,328,328,0,2,2,328,"solarium. ","1",4,3,3,"2","name","demonstrative",6.04973345523196,4.56434819146784,7.98309894071089,9
"3431","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","12316214","Michael read that book during lunch break in the solarium.","Y",31,"14","107","0","10",148,1,0,148,325,325,601,2858,177,177,0,1,1,177,"solarium. ","1",4,3,3,"2","name","demonstrative",5.78382518232974,4.99721227376411,6.39859493453521,9
"3436","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","12316214","Michael read that book during lunch break in the solarium.","Y",31,"14","107","0","8",233,1,233,233,233,233,2257,2257,0,0,0,1,1,233,"in ","1",4,3,3,"2","name","demonstrative",5.4510384535657,5.4510384535657,7.72179177681754,2
"3438","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1555209","Michael read that book during lunch break in the solarium.","Y",218,"10","86","0","1",204,1,0,1119,1119,1119,1119,1119,0,0,0,0,0,1119,"Michael ","1",4,3,3,"9","name","demonstrative",7.02019070831193,7.02019070831193,7.02019070831193,7
"3439","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1555209","Michael read that book during lunch break in the solarium.","Y",218,"10","86","0","10",227,1,0,463,463,463,651,2559,0,0,0,1,1,463,"solarium. ","1",4,3,3,"2","name","demonstrative",6.13772705408623,6.13772705408623,6.47850964220857,9
"3440","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1555209","Michael read that book during lunch break in the solarium.","Y",218,"10","86","0","2",260,1,260,260,260,260,260,1379,0,0,0,0,0,260,"read ","1",4,3,3,"9","name","demonstrative",5.56068163101553,5.56068163101553,5.56068163101553,4
"3442","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1555209","Michael read that book during lunch break in the solarium.","Y",218,"10","86","0","4",206,1,206,206,206,206,206,1585,0,0,0,0,0,206,"book ","1",4,3,3,"0","name","demonstrative",5.32787616878958,5.32787616878958,5.32787616878958,4
"3443","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1555209","Michael read that book during lunch break in the solarium.","Y",218,"10","86","0","6",323,1,323,323,323,323,323,1908,0,0,0,0,0,323,"lunch ","1",4,3,3,"1","name","demonstrative",5.77765232322266,5.77765232322266,5.77765232322266,5
"3444","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2548632","Michael read that book during lunch break in the solarium.","Y",508,"18","30","0","1",98,1,0,1196,1196,1196,1196,1196,0,0,0,0,0,1196,"Michael ","1",4,3,3,"9","name","demonstrative",7.08673793451058,7.08673793451058,7.08673793451058,7
"3445","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2548632","Michael read that book during lunch break in the solarium.","Y",508,"18","30","0","3",168,1,0,168,168,343,168,1364,175,0,175,0,0,175,"that ","1",4,3,3,"0","name","demonstrative",5.83773044716594,5.12396397940326,5.12396397940326,4
"3446","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2548632","Michael read that book during lunch break in the solarium.","Y",508,"18","30","0","5",223,1,0,351,351,604,351,1715,253,0,253,0,0,253,"during ","1",4,3,3,"1","name","demonstrative",6.40357419793482,5.86078622346587,5.86078622346587,6
"3447","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2548632","Michael read that book during lunch break in the solarium.","Y",508,"18","30","0","6",69,1,69,69,69,69,69,1784,0,0,0,0,0,69,"lunch ","1",4,3,3,"1","name","demonstrative",4.23410650459726,4.23410650459726,4.23410650459726,5
"3449","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2548632","Michael read that book during lunch break in the solarium.","Y",508,"18","30","0","8",137,1,0,389,389,389,389,2173,0,0,0,0,0,389,"in ","1",4,3,3,"2","name","demonstrative",5.96357934361845,5.96357934361845,5.96357934361845,2
"3450","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2548632","Michael read that book during lunch break in the solarium.","Y",508,"18","30","0","9",117,1,117,117,117,117,727,2900,0,0,0,1,1,117,"the ","1",4,3,3,"2","name","demonstrative",4.76217393479776,4.76217393479776,6.58892647753352,3
"3451","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","400929","Michael read that book during lunch break in the solarium.","Y",574,"38","65","0","1",138,1,0,1119,1119,1119,1119,1119,0,0,0,0,0,1119,"Michael ","1",4,3,3,"9","name","demonstrative",7.02019070831193,7.02019070831193,7.02019070831193,7
"3452","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","400929","Michael read that book during lunch break in the solarium.","Y",574,"38","65","0","10",621,1,621,621,621,621,831,3287,0,0,0,1,1,621,"solarium. ","1",4,3,3,"2","name","demonstrative",6.43133108193348,6.43133108193348,6.72262979485545,9
"3453","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","400929","Michael read that book during lunch break in the solarium.","Y",574,"38","65","0","2",213,1,0,213,213,336,213,1332,123,0,123,0,0,123,"read ","1",4,3,3,"9","name","demonstrative",5.8171111599632,5.36129216570943,5.36129216570943,4
"3454","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","400929","Michael read that book during lunch break in the solarium.","Y",574,"38","65","0","4",145,1,0,145,550,550,673,2005,405,405,0,1,1,405,"book ","1",4,3,3,"0","name","demonstrative",6.30991827822652,4.97673374242057,6.51174532964473,4
"3455","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","400929","Michael read that book during lunch break in the solarium.","Y",574,"38","65","0","5",268,1,268,268,268,268,268,2273,0,0,0,0,0,268,"during ","1",4,3,3,"1","name","demonstrative",5.59098698051086,5.59098698051086,5.59098698051086,6
"3456","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","400929","Michael read that book during lunch break in the solarium.","Y",574,"38","65","0","6",183,1,183,183,183,183,183,2456,0,0,0,0,0,183,"lunch ","1",4,3,3,"1","name","demonstrative",5.20948615284142,5.20948615284142,5.20948615284142,5
"3458","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","459558","Michael read that book during lunch break in the solarium.","Y",662,"2","14","0","1",254,1,0,1225,1225,1225,1225,1225,0,0,0,0,0,1225,"Michael ","1",4,3,3,"9","name","demonstrative",7.11069612297883,7.11069612297883,7.11069612297883,7
"3459","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","459558","Michael read that book during lunch break in the solarium.","Y",662,"2","14","0","10",274,1,274,274,274,274,887,4180,0,0,0,1,1,274,"solarium. ","1",4,3,3,"2","name","demonstrative",5.61312810638807,5.61312810638807,6.78784498230958,9
"3461","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","459558","Michael read that book during lunch break in the solarium.","Y",662,"2","14","0","3",186,1,0,186,186,684,186,1411,498,0,498,0,0,243,"that ","1",4,3,3,"0","name","demonstrative",6.52795791762255,5.2257466737132,5.2257466737132,4
"3463","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","459558","Michael read that book during lunch break in the solarium.","Y",662,"2","14","0","5",137,1,0,137,405,667,1248,2659,530,268,262,2,3,262,"during ","1",4,3,3,"1","name","demonstrative",6.50279004591562,4.91998092582813,7.12929754892937,6
"3464","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","459558","Michael read that book during lunch break in the solarium.","Y",662,"2","14","0","6",223,1,223,223,223,223,223,2882,0,0,0,0,0,223,"lunch ","1",4,3,3,"1","name","demonstrative",5.40717177146012,5.40717177146012,5.40717177146012,5
"3465","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","459558","Michael read that book during lunch break in the solarium.","Y",662,"2","14","0","9",230,1,0,411,411,411,411,3293,0,0,0,0,0,411,"the ","1",4,3,3,"2","name","demonstrative",6.01859321449623,6.01859321449623,6.01859321449623,3
"3467","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","580971","Michael read that book during lunch break in the solarium.","Y",733,"22","124","0","10",189,1,0,189,442,442,1016,3232,253,253,0,2,2,253,"solarium. ","1",4,3,3,"2","name","demonstrative",6.0913098820777,5.24174701505964,6.92362862813843,9
"3468","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","580971","Michael read that book during lunch break in the solarium.","Y",733,"22","124","0","2",128,1,128,128,128,128,1211,1211,0,0,0,1,1,128,"read ","1",4,3,3,"9","name","demonstrative",4.85203026391962,4.85203026391962,7.09920174355309,4
"3469","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","580971","Michael read that book during lunch break in the solarium.","Y",733,"22","124","0","3",194,1,0,194,194,386,194,1405,192,0,192,0,0,192,"that ","1",4,3,3,"0","name","demonstrative",5.95583736946483,5.26785815906333,5.26785815906333,4
"3470","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","580971","Michael read that book during lunch break in the solarium.","Y",733,"22","124","0","4",233,1,0,301,301,301,301,1706,0,0,0,0,0,301,"book ","1",4,3,3,"0","name","demonstrative",5.70711026474888,5.70711026474888,5.70711026474888,4
"3472","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","580971","Michael read that book during lunch break in the solarium.","Y",733,"22","124","0","6",156,1,156,156,156,156,156,1862,0,0,0,0,0,156,"lunch ","1",4,3,3,"1","name","demonstrative",5.04985600724954,5.04985600724954,5.04985600724954,5
"3473","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","580971","Michael read that book during lunch break in the solarium.","Y",733,"22","124","0","7",117,1,117,117,117,117,354,2216,0,0,0,1,1,117,"break ","1",4,3,3,"1","name","demonstrative",4.76217393479776,4.76217393479776,5.86929691313377,5
"3475","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9333898","Michael read that book during lunch break in the solarium.","Y",906,"6","66","0","1",119,1,0,2891,2891,3044,2891,2891,153,0,153,0,0,153,"Michael ","1",4,3,3,"9","name","demonstrative",8.02092771898158,7.96935774201635,7.96935774201635,7
"3476","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9333898","Michael read that book during lunch break in the solarium.","Y",906,"6","66","0","10",244,1,0,244,534,534,2504,5997,290,290,0,2,2,290,"solarium. ","1",4,3,3,"2","name","demonstrative",6.2803958389602,5.4971682252932,7.82564473221999,9
"3478","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9333898","Michael read that book during lunch break in the solarium.","Y",906,"6","66","0","3",154,1,154,154,154,154,154,3045,0,0,0,0,0,154,"that ","1",4,3,3,"0","name","demonstrative",5.03695260241363,5.03695260241363,5.03695260241363,4
"3479","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9333898","Michael read that book during lunch break in the solarium.","Y",906,"6","66","0","4",227,1,0,227,227,402,227,3272,175,0,175,0,0,175,"book ","1",4,3,3,"0","name","demonstrative",5.99645208861902,5.4249500174814,5.4249500174814,4
"3480","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9333898","Michael read that book during lunch break in the solarium.","Y",906,"6","66","0","5",110,1,0,110,110,574,110,3382,464,0,464,0,0,159,"during ","1",4,3,3,"1","name","demonstrative",6.35262939631957,4.70048036579242,4.70048036579242,6
"3482","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9333898","Michael read that book during lunch break in the solarium.","Y",906,"6","66","0","9",111,1,0,111,111,1064,111,3493,953,0,953,0,1,479,"the ","1",4,3,3,"2","name","demonstrative",6.96979066990159,4.70953020131233,4.70953020131233,3
"3483","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","1",131,1,0,2852,2852,3127,2852,2852,275,0,275,0,0,275,"Michael ","1",4,3,3,"9","name","demonstrative",8.04782935745784,7.95577578153419,7.95577578153419,7
"3484","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","10",172,1,0,172,299,299,1624,6969,127,127,0,2,2,127,"solarium. ","1",4,3,3,"2","name","demonstrative",5.70044357339069,5.14749447681345,7.39264752072162,9
"3485","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","2",121,1,0,311,311,716,311,3163,405,0,405,0,0,226,"read ","1",4,3,3,"9","name","demonstrative",6.57368016696065,5.73979291217923,5.73979291217923,4
"3486","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","3",199,1,199,199,199,199,378,3541,0,0,0,1,1,199,"that ","1",4,3,3,"0","name","demonstrative",5.29330482472449,5.29330482472449,5.93489419561959,4
"3487","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","4",300,1,0,300,300,605,300,3841,305,0,305,0,0,305,"book ","1",4,3,3,"0","name","demonstrative",6.40522845803084,5.7037824746562,5.7037824746562,4
"3489","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","6",156,1,0,156,419,419,890,4731,263,263,0,1,1,263,"lunch ","1",4,3,3,"1","name","demonstrative",6.03787091992214,5.04985600724954,6.79122146272619,5
"3490","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","7",313,1,0,313,313,457,313,5044,144,0,144,0,0,144,"break ","1",4,3,3,"1","name","demonstrative",6.12468339089421,5.74620319054015,5.74620319054015,5
"3491","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9335705","Michael read that book during lunch break in the solarium.","Y",942,"26","22","0","8",117,1,0,301,301,301,301,5345,0,0,0,0,0,301,"in ","1",4,3,3,"2","name","demonstrative",5.70711026474888,5.70711026474888,5.70711026474888,2
"3494","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9557856","Michael read that book during lunch break in the solarium.","Y",992,"34","17","0","10",142,1,0,142,583,583,1106,4525,441,441,0,2,2,441,"solarium. ","1",4,3,3,"2","name","demonstrative",6.36818718635049,4.95582705760126,7.00850518208228,9
"3495","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9557856","Michael read that book during lunch break in the solarium.","Y",992,"34","17","0","2",87,1,0,87,486,486,1538,1538,399,399,0,2,2,235,"read ","1",4,3,3,"9","name","demonstrative",6.18620862390049,4.46590811865458,7.33823815006559,4
"3497","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9557856","Michael read that book during lunch break in the solarium.","Y",992,"34","17","0","4",566,1,0,566,757,757,927,2465,191,191,0,1,1,191,"book ","1",4,3,3,"0","name","demonstrative",6.62936325343745,6.33859407820318,6.83195356556585,4
"3498","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9557856","Michael read that book during lunch break in the solarium.","Y",992,"34","17","0","5",130,1,0,401,401,401,401,2866,0,0,0,0,0,401,"during ","1",4,3,3,"1","name","demonstrative",5.99396142730657,5.99396142730657,5.99396142730657,6
"3500","1b","b","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","9557856","Michael read that book during lunch break in the solarium.","Y",992,"34","17","0","7",185,1,0,185,327,406,553,3419,221,142,79,1,1,79,"break ","1",4,3,3,"1","name","demonstrative",6.00635315960173,5.22035582507832,6.31535800152233,5
"3502","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","1",109,1,0,926,926,1079,926,926,153,0,153,0,0,153,"Some ","3",5,3,3,"9","existential","universal",6.98378996525813,6.83087423464618,6.83087423464618,4
"3503","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","11",164,1,0,333,333,333,1039,4610,0,0,0,1,1,333,"solarium. ","3",5,3,3,"2","existential","universal",5.80814248998044,5.80814248998044,6.94601399109923,9
"3504","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","2",395,1,0,395,542,542,695,1621,147,147,0,1,1,147,"boy ","3",5,3,3,"9","existential","universal",6.29526600143965,5.97888576490112,6.54391184556479,3
"3505","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","3",542,1,542,542,542,542,542,2163,0,0,0,0,0,542,"read ","3",5,3,3,"9","existential","universal",6.29526600143965,6.29526600143965,6.29526600143965,4
"3506","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","4",297,1,297,297,297,297,297,2460,0,0,0,0,0,297,"each ","3",5,3,3,"0","existential","universal",5.6937321388027,5.6937321388027,5.6937321388027,4
"3507","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","5",133,1,133,133,133,133,133,2593,0,0,0,0,0,133,"book ","3",5,3,3,"0","existential","universal",4.89034912822175,4.89034912822175,4.89034912822175,4
"3508","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","6",242,1,242,242,242,242,242,2835,0,0,0,0,0,242,"during ","3",5,3,3,"1","existential","universal",5.48893772615669,5.48893772615669,5.48893772615669,6
"3509","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","7",141,1,141,141,141,141,141,2976,0,0,0,0,0,141,"lunch ","3",5,3,3,"1","existential","universal",4.94875989037817,4.94875989037817,4.94875989037817,5
"3510","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","8",103,1,0,103,103,809,103,3079,706,0,706,0,0,706,"break ","3",5,3,3,"1","existential","universal",6.69579891705849,4.63472898822964,4.63472898822964,5
"3511","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13039074","Some boy read each book during lunch break in the solarium.","Y",131,"35","96","0","9",145,1,0,492,492,492,492,3571,0,0,0,0,0,492,"in ","3",5,3,3,"2","existential","universal",6.19847871649231,6.19847871649231,6.19847871649231,2
"3513","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1493423","Some boy read each book during lunch break in the solarium.","Y",190,"7","42","0","10",214,1,214,214,214,214,214,3981,0,0,0,0,0,214,"the ","3",5,3,3,"2","existential","universal",5.36597601502185,5.36597601502185,5.36597601502185,3
"3514","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1493423","Some boy read each book during lunch break in the solarium.","Y",190,"7","42","0","11",116,1,0,116,420,420,2428,6409,304,304,0,3,3,132,"solarium. ","3",5,3,3,"2","existential","universal",6.04025471127741,4.75359019110636,7.79482315217939,9
"3520","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1493423","Some boy read each book during lunch break in the solarium.","Y",190,"7","42","0","8",247,1,247,247,247,247,3767,3767,0,0,0,1,1,247,"break ","3",5,3,3,"1","existential","universal",5.50938833662798,5.50938833662798,8.23403420769204,5
"3522","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","1",174,1,0,1114,1114,1114,1114,1114,0,0,0,0,0,1114,"Some ","3",5,3,3,"9","existential","universal",7.01571242048723,7.01571242048723,7.01571242048723,4
"3524","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","11",168,1,0,168,1255,1255,2833,5935,1087,1087,0,2,2,208,"solarium. ","3",5,3,3,"2","existential","universal",7.13489085156588,5.12396397940326,7.94909149983052,9
"3525","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","2",176,1,0,451,451,451,451,1565,0,0,0,0,0,451,"boy ","3",5,3,3,"9","existential","universal",6.11146733950268,6.11146733950268,6.11146733950268,3
"3526","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","3",154,1,0,154,154,645,154,1719,491,0,491,0,0,317,"read ","3",5,3,3,"9","existential","universal",6.46925031679577,5.03695260241363,5.03695260241363,4
"3527","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","4",157,1,0,237,443,603,617,2336,366,206,160,1,1,160,"each ","3",5,3,3,"0","existential","universal",6.40191719672719,5.46806014113513,6.42486902390539,4
"3528","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","5",96,1,0,96,96,777,96,2432,681,0,681,0,0,681,"book ","3",5,3,3,"0","existential","universal",6.65544035036765,4.56434819146784,4.56434819146784,4
"3529","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","6",179,1,0,179,179,396,179,2611,217,0,217,0,0,217,"during ","3",5,3,3,"1","existential","universal",5.98141421125448,5.18738580584075,5.18738580584075,6
"3530","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","7",284,1,284,284,284,284,284,2895,0,0,0,0,0,284,"lunch ","3",5,3,3,"1","existential","universal",5.64897423816121,5.64897423816121,5.64897423816121,5
"3531","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","1892531","Some boy read each book during lunch break in the solarium.","Y",327,"31","39","0","8",207,1,207,207,207,207,207,3102,0,0,0,0,0,207,"break ","3",5,3,3,"1","existential","universal",5.33271879326537,5.33271879326537,5.33271879326537,5
"3533","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","20745698","Some boy read each book during lunch break in the solarium.","Y",438,"15","24","0","10",264,1,264,264,264,264,264,3413,0,0,0,0,0,264,"the ","3",5,3,3,"2","existential","universal",5.57594910314632,5.57594910314632,5.57594910314632,3
"3534","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","20745698","Some boy read each book during lunch break in the solarium.","Y",438,"15","24","0","11",203,1,203,203,203,203,203,3616,0,0,0,0,0,203,"solarium. ","3",5,3,3,"2","existential","universal",5.31320597904179,5.31320597904179,5.31320597904179,9
"3535","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","20745698","Some boy read each book during lunch break in the solarium.","Y",438,"15","24","0","2",145,1,0,145,145,367,1369,1369,222,0,222,1,1,222,"boy ","3",5,3,3,"9","existential","universal",5.90536184805457,4.97673374242057,7.22183582528845,3
"3537","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","20745698","Some boy read each book during lunch break in the solarium.","Y",438,"15","24","0","4",314,1,0,314,314,735,314,1683,421,0,421,0,0,421,"each ","3",5,3,3,"0","existential","universal",6.59987049921284,5.74939298590825,5.74939298590825,4
"3538","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","20745698","Some boy read each book during lunch break in the solarium.","Y",438,"15","24","0","5",162,1,0,364,514,514,1270,2953,150,150,0,1,1,150,"book ","3",5,3,3,"0","existential","universal",6.24222326545517,5.89715386763674,7.14677217945264,4
"3539","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","20745698","Some boy read each book during lunch break in the solarium.","Y",438,"15","24","0","6",196,1,196,196,196,196,196,3149,0,0,0,0,0,196,"during ","3",5,3,3,"1","existential","universal",5.27811465923052,5.27811465923052,5.27811465923052,6
"3540","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","1",131,1,0,959,959,1162,959,959,203,0,203,0,0,203,"Some ","3",5,3,3,"9","existential","universal",7.05789793741186,6.86589107488344,6.86589107488344,4
"3541","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","10",169,1,169,169,169,169,425,2915,0,0,0,1,1,169,"the ","3",5,3,3,"2","existential","universal",5.12989871492307,5.12989871492307,6.05208916892442,3
"3542","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","11",367,1,367,367,367,367,566,3481,0,0,0,1,1,367,"solarium. ","3",5,3,3,"2","existential","universal",5.90536184805457,5.90536184805457,6.33859407820318,9
