"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","label","correctAnswer","correct"
7766,70,"single-stim",13,104961,"0.0-13.0","J0qBj","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,105969,"0.0-14.0","J0qBj"," ","",NA,""
26679,32,"text",0,26683,"0.0-0.0","J0Sta","","",NA,""
15733,74,"single-stim",1,43435,"0.0-1.0","J0Sta","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
12673,32,"text",2,57112,"0.0-2.0","J0Sta","","",NA,""
6788,32,"text",3,64902,"0.0-3.0","J0Sta","","",NA,""
38789,32,"text",4,104695,"0.0-4.0","J0Sta","","",NA,""
42250,32,"text",5,147950,"0.0-5.0","J0Sta","","",NA,""
5267,32,"text",6,154221,"0.0-6.0","J0Sta","","",NA,""
43503,32,"text",7,198726,"0.0-7.0","J0Sta","","",NA,""
56948,32,"text",8,256680,"0.0-8.0","J0Sta","","",NA,""
8741,70,"single-stim",9,266429,"0.0-9.0","J0Sta","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
15642,74,"single-stim",10,283076,"0.0-10.0","J0Sta","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
6258,74,"single-stim",11,290343,"0.0-11.0","J0Sta","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
14075,74,"single-stim",12,305425,"0.0-12.0","J0Sta","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
4987,70,"single-stim",13,311419,"0.0-13.0","J0Sta","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,312430,"0.0-14.0","J0Sta"," ","",NA,""
272260,32,"text",0,272264,"0.0-0.0","j7Pt9","","",NA,""
16160,70,"single-stim",1,289436,"0.0-1.0","j7Pt9","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
2752,32,"text",2,293190,"0.0-2.0","j7Pt9","","",NA,""
6963,32,"text",3,301154,"0.0-3.0","j7Pt9","","",NA,""
6000,32,"text",4,308154,"0.0-4.0","j7Pt9","","",NA,""
3249,32,"text",5,312405,"0.0-5.0","j7Pt9","","",NA,""
3173,32,"text",6,316578,"0.0-6.0","j7Pt9","","",NA,""
2016,32,"text",7,319594,"0.0-7.0","j7Pt9","","",NA,""
2217,32,"text",8,322811,"0.0-8.0","j7Pt9","","",NA,""
6531,74,"single-stim",9,330344,"0.0-9.0","j7Pt9","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
10090,74,"single-stim",10,341438,"0.0-10.0","j7Pt9","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
5052,70,"single-stim",11,347492,"0.0-11.0","j7Pt9","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
5653,70,"single-stim",12,354147,"0.0-12.0","j7Pt9","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
6051,70,"single-stim",13,361200,"0.0-13.0","j7Pt9","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,362203,"0.0-14.0","j7Pt9"," ","",NA,""
12210,32,"text",0,12220,"0.0-0.0","Jbb1Y","","",NA,""
36537,70,"single-stim",1,49786,"0.0-1.0","Jbb1Y","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
13976,32,"text",2,64784,"0.0-2.0","Jbb1Y","","",NA,""
9079,32,"text",3,74892,"0.0-3.0","Jbb1Y","","",NA,""
8276,32,"text",4,84186,"0.0-4.0","Jbb1Y","","",NA,""
9565,32,"text",5,94757,"0.0-5.0","Jbb1Y","","",NA,""
6330,32,"text",6,102092,"0.0-6.0","Jbb1Y","","",NA,""
12472,32,"text",7,115590,"0.0-7.0","Jbb1Y","","",NA,""
12137,32,"text",8,128743,"0.0-8.0","Jbb1Y","","",NA,""
11837,74,"single-stim",9,141591,"0.0-9.0","Jbb1Y","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
12926,74,"single-stim",10,155537,"0.0-10.0","Jbb1Y","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
19851,70,"single-stim",11,176405,"0.0-11.0","Jbb1Y","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
7239,74,"single-stim",12,184663,"0.0-12.0","Jbb1Y","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
18839,74,"single-stim",13,204512,"0.0-13.0","Jbb1Y","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,205517,"0.0-14.0","Jbb1Y"," ","",NA,""
4486,32,"text",0,4503,"0.0-0.0","JHfPi","","",NA,""
25035,70,"single-stim",1,30583,"0.0-1.0","JHfPi","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
11468,32,"text",2,43060,"0.0-2.0","JHfPi","","",NA,""
15385,32,"text",3,59450,"0.0-3.0","JHfPi","","",NA,""
6597,32,"text",4,67053,"0.0-4.0","JHfPi","","",NA,""
2524,32,"text",5,70583,"0.0-5.0","JHfPi","","",NA,""
3409,32,"text",6,74998,"0.0-6.0","JHfPi","","",NA,""
15066,32,"text",7,91070,"0.0-7.0","JHfPi","","",NA,""
11164,32,"text",8,103241,"0.0-8.0","JHfPi","","",NA,""
9697,74,"single-stim",9,113959,"0.0-9.0","JHfPi","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
3277,74,"single-stim",10,118250,"0.0-10.0","JHfPi","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"false"
4662,70,"single-stim",11,123923,"0.0-11.0","JHfPi","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"false"
5089,70,"single-stim",12,130027,"0.0-12.0","JHfPi","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"false"
538,74,"single-stim",13,131579,"0.0-13.0","JHfPi","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,132603,"0.0-14.0","JHfPi"," ","",NA,""
5110,32,"text",0,5114,"0.0-0.0","jhUih","","",NA,""
9822,70,"single-stim",1,15950,"0.0-1.0","jhUih","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
3506,32,"text",2,20463,"0.0-2.0","jhUih","","",NA,""
5302,32,"text",3,26772,"0.0-3.0","jhUih","","",NA,""
14275,32,"text",4,42372,"0.0-4.0","jhUih","","",NA,""
5518,32,"text",5,48898,"0.0-5.0","jhUih","","",NA,""
1946,32,"text",6,51849,"0.0-6.0","jhUih","","",NA,""
3819,32,"text",7,56672,"0.0-7.0","jhUih","","",NA,""
3398,32,"text",8,61074,"0.0-8.0","jhUih","","",NA,""
10501,74,"single-stim",9,72584,"0.0-9.0","jhUih","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10507,74,"single-stim",10,84099,"0.0-10.0","jhUih","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
4914,70,"single-stim",11,90018,"0.0-11.0","jhUih","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
2700,74,"single-stim",12,93723,"0.0-12.0","jhUih","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
16136,70,"single-stim",13,110866,"0.0-13.0","jhUih","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,111881,"0.0-14.0","jhUih"," ","",NA,""
32764,32,"text",0,32771,"0.0-0.0","jNjIw","","",NA,""
23656,70,"single-stim",1,57433,"0.0-1.0","jNjIw","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
9122,32,"text",2,67557,"0.0-2.0","jNjIw","","",NA,""
14654,32,"text",3,83212,"0.0-3.0","jNjIw","","",NA,""
6482,32,"text",4,90695,"0.0-4.0","jNjIw","","",NA,""
10973,32,"text",5,102668,"0.0-5.0","jNjIw","","",NA,""
9840,32,"text",6,113508,"0.0-6.0","jNjIw","","",NA,""
12758,32,"text",7,127267,"0.0-7.0","jNjIw","","",NA,""
1248,32,"text",8,129516,"0.0-8.0","jNjIw","","",NA,""
13937,74,"single-stim",9,144456,"0.0-9.0","jNjIw","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
13613,74,"single-stim",10,159072,"0.0-10.0","jNjIw","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
13992,70,"single-stim",11,174065,"0.0-11.0","jNjIw","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
11568,74,"single-stim",12,186636,"0.0-12.0","jNjIw","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
7930,70,"single-stim",13,195569,"0.0-13.0","jNjIw","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,196572,"0.0-14.0","jNjIw"," ","",NA,""
10390,32,"text",0,10394,"0.0-0.0","jnJsT","","",NA,""
21944,70,"single-stim",1,33344,"0.0-1.0","jnJsT","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
9846,32,"text",2,44192,"0.0-2.0","jnJsT","","",NA,""
5639,32,"text",3,50832,"0.0-3.0","jnJsT","","",NA,""
11360,32,"text",4,63193,"0.0-4.0","jnJsT","","",NA,""
11079,32,"text",5,75273,"0.0-5.0","jnJsT","","",NA,""
6061,32,"text",6,82335,"0.0-6.0","jnJsT","","",NA,""
15608,32,"text",7,98945,"0.0-7.0","jnJsT","","",NA,""
13911,32,"text",8,113856,"0.0-8.0","jnJsT","","",NA,""
11550,70,"single-stim",9,126409,"0.0-9.0","jnJsT","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
9461,74,"single-stim",10,136873,"0.0-10.0","jnJsT","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
10989,74,"single-stim",11,148865,"0.0-11.0","jnJsT","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
22327,70,"single-stim",12,172193,"0.0-12.0","jnJsT","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
9934,70,"single-stim",13,183129,"0.0-13.0","jnJsT","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,184132,"0.0-14.0","jnJsT"," ","",NA,""
21120,32,"text",0,21124,"0.0-0.0","KMYM1","","",NA,""
13390,70,"single-stim",1,35526,"0.0-1.0","KMYM1","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
3213,32,"text",2,39740,"0.0-2.0","KMYM1","","",NA,""
4784,32,"text",3,45527,"0.0-3.0","KMYM1","","",NA,""
4529,32,"text",4,51058,"0.0-4.0","KMYM1","","",NA,""
4708,32,"text",5,56768,"0.0-5.0","KMYM1","","",NA,""
3323,32,"text",6,61094,"0.0-6.0","KMYM1","","",NA,""
3365,32,"text",7,65462,"0.0-7.0","KMYM1","","",NA,""
4537,32,"text",8,71001,"0.0-8.0","KMYM1","","",NA,""
8281,70,"single-stim",9,80287,"0.0-9.0","KMYM1","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
4509,74,"single-stim",10,85802,"0.0-10.0","KMYM1","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
7113,74,"single-stim",11,93919,"0.0-11.0","KMYM1","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
8855,74,"single-stim",12,103780,"0.0-12.0","KMYM1","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10256,70,"single-stim",13,115041,"0.0-13.0","KMYM1","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,116047,"0.0-14.0","KMYM1"," ","",NA,""
23264,32,"text",0,23272,"0.0-0.0","L36Ex","","",NA,""
21317,70,"single-stim",1,45596,"0.0-1.0","L36Ex","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
7103,32,"text",2,53702,"0.0-2.0","L36Ex","","",NA,""
10870,32,"text",3,65573,"0.0-3.0","L36Ex","","",NA,""
55694,32,"text",4,122268,"0.0-4.0","L36Ex","","",NA,""
8952,32,"text",5,132220,"0.0-5.0","L36Ex","","",NA,""
6193,32,"text",6,139413,"0.0-6.0","L36Ex","","",NA,""
1308,32,"text",7,141721,"0.0-7.0","L36Ex","","",NA,""
4046,32,"text",8,146768,"0.0-8.0","L36Ex","","",NA,""
11906,70,"single-stim",9,159675,"0.0-9.0","L36Ex","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
7197,74,"single-stim",10,167873,"0.0-10.0","L36Ex","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
25507,74,"single-stim",11,194381,"0.0-11.0","L36Ex","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
8984,74,"single-stim",12,204366,"0.0-12.0","L36Ex","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
6558,70,"single-stim",13,211925,"0.0-13.0","L36Ex","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,212927,"0.0-14.0","L36Ex"," ","",NA,""
6093,32,"text",0,6094,"0.0-0.0","L7KIW","","",NA,""
13579,74,"single-stim",1,20690,"0.0-1.0","L7KIW","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
7053,32,"text",2,28753,"0.0-2.0","L7KIW","","",NA,""
9186,32,"text",3,38949,"0.0-3.0","L7KIW","","",NA,""
8844,32,"text",4,48794,"0.0-4.0","L7KIW","","",NA,""
10097,32,"text",5,59893,"0.0-5.0","L7KIW","","",NA,""
5033,32,"text",6,65926,"0.0-6.0","L7KIW","","",NA,""
8387,32,"text",7,75317,"0.0-7.0","L7KIW","","",NA,""
9567,32,"text",8,85893,"0.0-8.0","L7KIW","","",NA,""
22912,70,"single-stim",9,109812,"0.0-9.0","L7KIW","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
17894,74,"single-stim",10,128709,"0.0-10.0","L7KIW","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
22305,74,"single-stim",11,152014,"0.0-11.0","L7KIW","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
15536,74,"single-stim",12,168556,"0.0-12.0","L7KIW","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
9651,70,"single-stim",13,179216,"0.0-13.0","L7KIW","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,180222,"0.0-14.0","L7KIW"," ","",NA,""
5955,32,"text",0,5957,"0.0-0.0","LRBYX","","",NA,""
12999,70,"single-stim",1,19966,"0.0-1.0","LRBYX","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
8099,32,"text",2,29067,"0.0-2.0","LRBYX","","",NA,""
6936,32,"text",3,37006,"0.0-3.0","LRBYX","","",NA,""
5830,32,"text",4,43838,"0.0-4.0","LRBYX","","",NA,""
5934,32,"text",5,50773,"0.0-5.0","LRBYX","","",NA,""
3715,32,"text",6,55490,"0.0-6.0","LRBYX","","",NA,""
11065,32,"text",7,67558,"0.0-7.0","LRBYX","","",NA,""
15955,32,"text",8,84515,"0.0-8.0","LRBYX","","",NA,""
19995,74,"single-stim",9,105516,"0.0-9.0","LRBYX","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
12523,74,"single-stim",10,119042,"0.0-10.0","LRBYX","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
7685,70,"single-stim",11,127730,"0.0-11.0","LRBYX","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
19461,74,"single-stim",12,148194,"0.0-12.0","LRBYX","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
22231,74,"single-stim",13,171427,"0.0-13.0","LRBYX","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,172429,"0.0-14.0","LRBYX"," ","",NA,""
12976,32,"text",0,12978,"0.0-0.0","m2kvN","","",NA,""
34034,74,"single-stim",1,48017,"0.0-1.0","m2kvN","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
15399,32,"text",2,64417,"0.0-2.0","m2kvN","","",NA,""
15127,32,"text",3,80545,"0.0-3.0","m2kvN","","",NA,""
12728,32,"text",4,94273,"0.0-4.0","m2kvN","","",NA,""
26448,32,"text",5,121722,"0.0-5.0","m2kvN","","",NA,""
7758,32,"text",6,130481,"0.0-6.0","m2kvN","","",NA,""
19344,32,"text",7,150825,"0.0-7.0","m2kvN","","",NA,""
12824,32,"text",8,164649,"0.0-8.0","m2kvN","","",NA,""
