subject,trial_index,trial_type,list,responses,subject,trial_index,trial_type,list,Type,Sentence,Response,item,cond,repeatability,IlluBare,quantifier,ellipsis,additive,Fill1,Fill2
FtZRx,33,survey-likert,8,,FtZRx,33,survey-likert,8,filler,Phillip has more homework this week than Laura is a student who has.,1,,,,,,,,*F,C
FtZRx,34,survey-likert,8,,FtZRx,34,survey-likert,8,filler,Every chimney sweep in the UK has thrown soot on someone.,7,,,,,,,,F,N
FtZRx,35,survey-likert,8,,FtZRx,35,survey-likert,8,filler,A lot of people would ride the metro if it was more affordable.,5,,,,,,,,F,N
FtZRx,36,survey-likert,8,,FtZRx,36,survey-likert,8,filler,Dirty laundry is easy to find and wash incompletely when Bill's homework.,1,,,,,,,,*F,N
FtZRx,37,survey-likert,8,,FtZRx,37,survey-likert,8,filler,Christopher will have to work much more on the paper before it is finished.,6,,,,,,,,F,N
FtZRx,38,survey-likert,8,,FtZRx,38,survey-likert,8,filler,Cats rather than dogs are often the preferred choice of pet.,7,,,,,,,,F,N
FtZRx,39,survey-likert,8,,FtZRx,39,survey-likert,8,filler,Music tapes that does are not even sold in stores anymore.,1,,,,,,,,*F,N
FtZRx,41,survey-likert,8,,FtZRx,41,survey-likert,8,filler,A bartender who works at Sam's favourite bar is known for pouring the best draft beer.,7,,,,,,,,F,N
FtZRx,42,survey-likert,8,,FtZRx,42,survey-likert,8,filler,Journalists usually assume that it is best to present information objectively.,7,,,,,,,,F,N
FtZRx,43,survey-likert,8,,FtZRx,43,survey-likert,8,filler,He said how many did she say of the students left without paying.,4,,,,,,,,*F,N
FtZRx,44,survey-likert,8,,FtZRx,44,survey-likert,8,filler,Dylan was more talented than Donovan could ever dream of being.,7,,,,,,,,F,C
FtZRx,46,survey-likert,8,,FtZRx,46,survey-likert,8,filler,It was what a long paper John sent to what a famous journal.,1,,,,,,,,*F,N
FtZRx,47,survey-likert,8,,FtZRx,47,survey-likert,8,filler,More Mexicans have better jobs now that NAFTA has taken effect.,6,,,,,,,,F,C
FtZRx,48,survey-likert,8,,FtZRx,48,survey-likert,8,filler,Dolly has bigger hair this year than yours and mine combined did.,2,,,,,,,,*F,C
FtZRx,50,survey-likert,8,,FtZRx,50,survey-likert,8,filler,These days the hair on her arm is more brown than the hair on his face is important.,1,,,,,,,,*F,C
FtZRx,51,survey-likert,8,,FtZRx,51,survey-likert,8,filler,I have been to Romania more than twice you have been to Hungary.,3,,,,,,,,*F,C
FtZRx,52,survey-likert,8,,FtZRx,52,survey-likert,8,filler,These days the university shuttle is on time more often than it is late.,7,,,,,,,,F,C
FtZRx,54,survey-likert,8,,FtZRx,54,survey-likert,8,filler,Last year fewer rats that live in New York's five boroughs than I did.,2,,,,,,,,*F,C
FtZRx,56,survey-likert,8,,FtZRx,56,survey-likert,8,filler,Many people that play on that baseball team this season are friends of Patricia.,5,,,,,,,,F,N
FtZRx,57,survey-likert,8,,FtZRx,57,survey-likert,8,filler,Only around 35 percent of Mexicans actually voted for their current president.,7,,,,,,,,F,N
FtZRx,60,survey-likert,8,,FtZRx,60,survey-likert,8,filler,Ferdinand is wider in the hips this year than Max is broad in the shoulders.,7,,,,,,,,F,C
FtZRx,64,survey-likert,8,,FtZRx,64,survey-likert,8,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
FtZRx,67,survey-likert,8,,FtZRx,67,survey-likert,8,filler,This year more men attend sporting events than go to the hair salon.,7,,,,,,,,F,C
FtZRx,68,survey-likert,8,,FtZRx,68,survey-likert,8,filler,Most older elephants are small and fast this season like cheetah adults.,6,,,,,,,,*F,N
FtZRx,70,survey-likert,8,,FtZRx,70,survey-likert,8,filler,My professor has been to Australia more times than I will ever go.,7,,,,,,,,F,C
FtZRx,71,survey-likert,8,,FtZRx,71,survey-likert,8,filler,Bill throws away magazines without interesting articles that without opening.,1,,,,,,,,*F,N
FtZRx,72,survey-likert,8,,FtZRx,72,survey-likert,8,filler,My grandfather worked for a train company that had in its last days.,1,,,,,,,,*F,N
FtZRx,73,survey-likert,8,,FtZRx,73,survey-likert,8,filler,Most of the people that John knew showed up to the party before he did.,7,,,,,,,,F,N
FtZRx,74,survey-likert,8,,FtZRx,74,survey-likert,8,filler,The president has said that he won't begin a war that the people don't want.,7,,,,,,,,F,N
FtZRx,75,survey-likert,8,,FtZRx,75,survey-likert,8,filler,The chipmunk that I saw this morning is outside of our office window again.,7,,,,,,,,F,N
FtZRx,76,survey-likert,8,,FtZRx,76,survey-likert,8,filler,Books have been written in darker times than without a typewriter.,1,,,,,,,,*F,C
FtZRx,77,survey-likert,8,,FtZRx,77,survey-likert,8,filler,Patty said that watching the soccer game was the most fun she'd had in a long time.,7,,,,,,,,F,N
FtZRx,78,survey-likert,8,,FtZRx,78,survey-likert,8,filler,Brandon has decided to go to the wedding that Albert and June planned so carefully.,7,,,,,,,,F,N
FtZRx,79,survey-likert,8,,FtZRx,79,survey-likert,8,filler,Our parents went to the college that my brother now goes to.,5,,,,,,,,F,N
FtZRx,81,survey-likert,8,,FtZRx,81,survey-likert,8,filler,This month the choir sings the songs that the gathered people have requested.,6,,,,,,,,F,N
FtZRx,83,survey-likert,8,,FtZRx,83,survey-likert,8,filler,Max persuaded more of the men to buy more of the cars than you persuaded to sell.,5,,,,,,,,*F,C
FtZRx,84,survey-likert,8,,FtZRx,84,survey-likert,8,filler,Veterans are easy to discuss points of view for.,6,,,,,,,,*F,N
FtZRx,85,survey-likert,8,,FtZRx,85,survey-likert,8,filler,Hot-air balloons make less noise than helicopters do.,7,,,,,,,,F,C
FtZRx,87,survey-likert,8,,FtZRx,87,survey-likert,8,filler,Most people have been to the Grand Canyon at one time or another.,7,,,,,,,,F,N
FtZRx,88,survey-likert,8,,FtZRx,88,survey-likert,8,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,1,,,,,,,,*F,N
FtZRx,89,survey-likert,8,,FtZRx,89,survey-likert,8,filler,Nurses have more trusted doctors that patients are treated by.,1,,,,,,,,*F,C
FtZRx,90,survey-likert,8,,FtZRx,90,survey-likert,8,filler,The manager had less fun than the workers at the state fair last year.,7,,,,,,,,F,C
FtZRx,91,survey-likert,8,,FtZRx,91,survey-likert,8,filler,Ruth might be a senior and Tom is short for a kindergartener.,6,,,,,,,,*F,N
FtZRx,93,survey-likert,8,,FtZRx,93,survey-likert,8,filler,Shuttles travel to outer-space less often than rockets do.,7,,,,,,,,F,C
FtZRx,94,survey-likert,8,,FtZRx,94,survey-likert,8,filler,At least as many women loved that singer as loved Paul McCartney.,1,,,,,,,,F,C
FtZRx,96,survey-likert,8,,FtZRx,96,survey-likert,8,filler,It's not like flowers were left over from the wedding like of ribbons will be.,4,,,,,,,,*F,N
FtZRx,98,survey-likert,8,,FtZRx,98,survey-likert,8,filler,Classes and workshops in general are raised before registration ends.,6,,,,,,,,*F,N
FtZRx,99,survey-likert,8,,FtZRx,99,survey-likert,8,filler,Canadians find they understand who Barry is unlike who Sarah.,1,,,,,,,,*F,N
FtZRx,101,survey-likert,8,,FtZRx,101,survey-likert,8,filler,Last week a conflict between protestors and police broke out in downtown Chicago.,7,,,,,,,,F,N
FtZRx,102,survey-likert,8,,FtZRx,102,survey-likert,8,filler,It will take us the rest of our lives to drink the champagne that they spilled beer last night.,2,,,,,,,,*F,N
FtZRx,103,survey-likert,8,,FtZRx,103,survey-likert,8,filler,The teenager has a lot of it on his face so he ever had pimples.,1,,,,,,,,*F,N
FtZRx,104,survey-likert,8,,FtZRx,104,survey-likert,8,filler,Twenty people witnessed the event yet none of them could describe the assailant.,7,,,,,,,,F,N
FtZRx,105,survey-likert,8,,FtZRx,105,survey-likert,8,filler,Couples have more money than singles because they get a tax break.,5,,,,,,,,F,C
FtZRx,106,survey-likert,8,,FtZRx,106,survey-likert,8,filler,He throws away books like I keep papers without reading the subtext.,4,,,,,,,,*F,N
FtZRx,107,survey-likert,8,,FtZRx,107,survey-likert,8,filler,In the future humans will inhabit more planets than they do now.,4,,,,,,,,F,C
FtZRx,108,survey-likert,8,,FtZRx,108,survey-likert,8,filler,Lately there are more reports in her inbox than she knows what to do with.,7,,,,,,,,F,N
FtZRx,111,survey-likert,8,,FtZRx,111,survey-likert,8,filler,Tons more yellow corn is produced in the Midwest than wheat is produced without harvesting.,5,,,,,,,,*F,C
FtZRx,112,survey-likert,8,,FtZRx,112,survey-likert,8,filler,So many people have given money to her charity that I thought that impossible to.,2,,,,,,,,*F,N
FtZRx,113,survey-likert,8,,FtZRx,113,survey-likert,8,filler,This month many locusts have ruined my crops than others have built honeycombs.,3,,,,,,,,*F,C
FtZRx,115,survey-likert,8,,FtZRx,115,survey-likert,8,filler,Esme is more intelligent than Einstein is smart.,5,,,,,,,,F,C
FtZRx,116,survey-likert,8,,FtZRx,116,survey-likert,8,filler,This week an anonymous donor gave money to the kindergarten that my child attends.,6,,,,,,,,F,N
FtZRx,118,survey-likert,8,,FtZRx,118,survey-likert,8,filler,This habit of cigar smoking is unlikely to be Lasandra's fault because Maria is.,2,,,,,,,,*F,N
FtZRx,119,survey-likert,8,,FtZRx,119,survey-likert,8,filler,These days more people from the West go to China for vacation than to Germany.,7,,,,,,,,F,C
FtZRx,120,survey-likert,8,,FtZRx,120,survey-likert,8,filler,This year Phillip has tons of homework that a student like Laura drinks too much.,1,,,,,,,,*F,N
FtZRx,121,survey-likert,8,,FtZRx,121,survey-likert,8,filler,Last night Cecil saw the silly B-movie about summer camp that Tom had recommended to her.,7,,,,,,,,F,N
FtZRx,125,survey-likert,8,,FtZRx,125,survey-likert,8,filler,The Lord of the Rings was nothing short of a worse movie that she described.,3,,,,,,,,*F,N
FtZRx,126,survey-likert,8,,FtZRx,126,survey-likert,8,filler,Bill is a shorter man than the door is fat for a piece of furniture.,1,,,,,,,,*F,C
FtZRx,127,survey-likert,8,,FtZRx,127,survey-likert,8,filler,A dozen cups of coffee are served at this diner than of orange juice are.,2,,,,,,,,*F,C
FtZRx,128,survey-likert,8,,FtZRx,128,survey-likert,8,filler,Weirder things have happened in Samantha's life than in Parissa's.,7,,,,,,,,F,C
FtZRx,129,survey-likert,8,,FtZRx,129,survey-likert,8,filler,Some people visited the country last summer that I might take my grandmother.,4,,,,,,,,*F,N
FtZRx,130,survey-likert,8,,FtZRx,130,survey-likert,8,filler,These days more people have a better grasp of how cars work than how computers work.,7,,,,,,,,F,C
FtZRx,132,survey-likert,8,,FtZRx,132,survey-likert,8,filler,Most pet owners find that organic food helps keep their pets healthy.,7,,,,,,,,F,N
FtZRx,133,survey-likert,8,,FtZRx,133,survey-likert,8,filler,Yellow shoes are a fit for young people unlike older shoes do.,2,,,,,,,,*F,N
FtZRx,134,survey-likert,8,,FtZRx,134,survey-likert,8,filler,Last month every book in the storage room was thrown away by the custodian.,7,,,,,,,,F,N
FtZRx,135,survey-likert,8,,FtZRx,135,survey-likert,8,filler,This year brighter lights have been put up on that house for Halloween than me.,2,,,,,,,,*F,C
FtZRx,136,survey-likert,8,,FtZRx,136,survey-likert,8,filler,Sam doesn't like to stop at the gas station that Danielle has been.,4,,,,,,,,*F,N
FtZRx,137,survey-likert,8,,FtZRx,137,survey-likert,8,filler,Germans have knocked down the wall that the Russians built the temple.,1,,,,,,,,*F,N
FtZRx,138,survey-likert,8,,FtZRx,138,survey-likert,8,filler,At the party fewer of the professors stayed than of the students left.,1,,,,,,,,*F,C
FtZRx,139,survey-likert,8,,FtZRx,139,survey-likert,8,filler,Italians have more often thought that the men that we did not.,1,,,,,,,,*F,C
FtZRx,140,survey-likert,8,,FtZRx,140,survey-likert,8,filler,These days at least as many owners take their pets to this vet than the other one.,5,,,,,,,,*F,C
FtZRx,141,survey-likert,8,,FtZRx,141,survey-likert,8,filler,More Americans have been to Russia than I have.,1,,,,,,,,*F,C
FtZRx,143,survey-likert,8,,FtZRx,143,survey-likert,8,filler,City buses are filled with people less often than they're empty.,7,,,,,,,,F,C
FtZRx,147,survey-likert,8,,FtZRx,147,survey-likert,8,filler,Last Thursday the convenience store that I often go to burned down.,6,,,,,,,,F,N
FtZRx,148,survey-likert,8,,FtZRx,148,survey-likert,8,filler,Despite the rainy weather the hostess sat the couple at a table by the window.,7,,,,,,,,F,N
FtZRx,149,survey-likert,8,,FtZRx,149,survey-likert,8,filler,A lot of people in the 60s believed that world peace was possible.,7,,,,,,,,F,N
FtZRx,150,survey-likert,8,,FtZRx,150,survey-likert,8,filler,Fewer police officers were on the scene than ambulances were.,7,,,,,,,,F,C
FtZRx,151,survey-likert,8,,FtZRx,151,survey-likert,8,filler,Marty is sure that the rain is health-wise if not snowing is.,1,,,,,,,,*F,N
FtZRx,152,survey-likert,8,,FtZRx,152,survey-likert,8,filler,This semester Stephen plays a better Guitar Hero solo than Robert does.,7,,,,,,,,F,C
FtZRx,153,survey-likert,8,,FtZRx,153,survey-likert,8,filler,Radios that are loud can be annoying to those people who are annoyed.,4,,,,,,,,*F,N
FtZRx,154,survey-likert,8,,FtZRx,154,survey-likert,8,filler,In the past year fewer than 20 percent of car owners were satisfied with their car insurance.,6,,,,,,,,F,C
FtZRx,156,survey-likert,8,,FtZRx,156,survey-likert,8,filler,Last Saturday a cowboy who works at the A-bar Ranch fell off of his horse and survived.,7,,,,,,,,F,N
FtZRx,157,survey-likert,8,,FtZRx,157,survey-likert,8,filler,For hours Gertrude's puppy has been chewing on a bone that she gave him.,7,,,,,,,,F,N
FtZRx,158,survey-likert,8,,FtZRx,158,survey-likert,8,filler,Almost every email I get nowadays is a spam or leaflet that I did.,2,,,,,,,,*F,N
FtZRx,159,survey-likert,8,,FtZRx,159,survey-likert,8,filler,Malachi told the man in the sailor's cap that his father was in the navy.,7,,,,,,,,F,N
FtZRx,162,survey-likert,8,,FtZRx,162,survey-likert,8,filler,All the people that have been to the city in Italy that I visited would think.,5,,,,,,,,*F,N
FtZRx,163,survey-likert,8,,FtZRx,163,survey-likert,8,filler,Every woman from Russia has dated a man that they don't like.,7,,,,,,,,F,N
FtZRx,164,survey-likert,8,,FtZRx,164,survey-likert,8,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
FtZRx,165,survey-likert,8,,FtZRx,165,survey-likert,8,filler,Raccoons try to get into my garbage cans that should food ultimately.,1,,,,,,,,*F,N
FtZRx,166,survey-likert,8,,FtZRx,166,survey-likert,8,filler,This time Michael found fifteen typos in the one-page document.,7,,,,,,,,F,N
FtZRx,167,survey-likert,8,,FtZRx,167,survey-likert,8,filler,The more things change the more they stay the same.,7,,,,,,,,F,C
FtZRx,168,survey-likert,8,,FtZRx,168,survey-likert,8,filler,More Europeans would come to America for their schooling if they could.,7,,,,,,,,F,C
FtZRx,169,survey-likert,8,,FtZRx,169,survey-likert,8,filler,More people read the Harry Potter books than the Lord of the Rings books.,7,,,,,,,,F,C
FtZRx,170,survey-likert,8,,FtZRx,170,survey-likert,8,filler,Writers think about more things that have to do with philosophy as painters do.,2,,,,,,,,*F,C
FtZRx,171,survey-likert,8,,FtZRx,171,survey-likert,8,filler,Detectives have a harder time that you found your cat.,1,,,,,,,,*F,C
FtZRx,172,survey-likert,8,,FtZRx,172,survey-likert,8,filler,The car that I own is parked on the corner that are of mine.,1,,,,,,,,*F,N
FtZRx,173,survey-likert,8,,FtZRx,173,survey-likert,8,filler,Tea is a better drink when you have a cold than coffee is.,7,,,,,,,,F,C
FtZRx,174,survey-likert,8,,FtZRx,174,survey-likert,8,filler,Native Americans have more to complain about than.,4,,,,,,,,*F,C
FtZRx,175,survey-likert,8,,FtZRx,175,survey-likert,8,filler,Australians will have been to Europe this season to visit the mountains that Uganda.,1,,,,,,,,*F,N
FtZRx,178,survey-likert,8,,FtZRx,178,survey-likert,8,filler,Tall people have made moves in that direction but we pretend to understand it.,5,,,,,,,,*F,N
FtZRx,179,survey-likert,8,,FtZRx,179,survey-likert,8,filler,Weight lifters are a tough act to follow that will act tough if.,1,,,,,,,,*F,N
FtZRx,180,survey-likert,8,,FtZRx,180,survey-likert,8,filler,Martha was a stricter baker than flows water Potomac-ward.,1,,,,,,,,*F,C
FtZRx,182,survey-likert,8,,FtZRx,182,survey-likert,8,filler,Many students feel that older professors who have shouldn't have relationships with them.,6,,,,,,,,*F,N
FtZRx,183,survey-likert,8,,FtZRx,183,survey-likert,8,filler,All of the cups of black coffee that I did were left on the counter.,5,,,,,,,,*F,N
FtZRx,184,survey-likert,8,,FtZRx,184,survey-likert,8,filler,The shapes were longer this month than I wondered whether they would be.,1,,,,,,,,*F,C
FtZRx,185,survey-likert,8,,FtZRx,185,survey-likert,8,filler,So many people have given more money to our charity than I thought that did.,4,,,,,,,,*F,C
FtZRx,186,survey-likert,8,,FtZRx,186,survey-likert,8,filler,Some students cheat on tests that they should have been more prepared for.,6,,,,,,,,F,N
FtZRx,187,survey-likert,8,,FtZRx,187,survey-likert,8,filler,This year any people believe that motorcycles that raced down Main Street.,1,,,,,,,,*F,N
FtZRx,188,survey-likert,8,,FtZRx,188,survey-likert,8,filler,Cowboys have more fun than Thomas because they get to wear cowboy boots.,6,,,,,,,,F,C
FtZRx,189,survey-likert,8,,FtZRx,189,survey-likert,8,filler,Professional basketball players are the kind of role-models that children are look for.,2,,,,,,,,F,N
FtZRx,190,survey-likert,8,,FtZRx,190,survey-likert,8,filler,His end of semester paper is excited in a incomprehensive sense.,1,,,,,,,,*F,N
FtZRx,192,survey-likert,8,,FtZRx,192,survey-likert,8,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,7,,,,,,,,F,C
iP5mf,1,survey-likert,2,,iP5mf,1,survey-likert,2,filler,Native Americans have more to complain about than.,2,,,,,,,,*F,C
iP5mf,2,survey-likert,2,,iP5mf,2,survey-likert,2,filler,Our parents went to the college that my brother now goes to.,6,,,,,,,,F,N
iP5mf,4,survey-likert,2,,iP5mf,4,survey-likert,2,filler,Almost every email I get nowadays is a spam or leaflet that I did.,4,,,,,,,,*F,N
iP5mf,5,survey-likert,2,,iP5mf,5,survey-likert,2,filler,Radios that are loud can be annoying to those people who are annoyed.,4,,,,,,,,*F,N
iP5mf,6,survey-likert,2,,iP5mf,6,survey-likert,2,filler,More Mexicans have better jobs now that NAFTA has taken effect.,5,,,,,,,,F,C
iP5mf,7,survey-likert,2,,iP5mf,7,survey-likert,2,filler,The Lord of the Rings was nothing short of a worse movie that she described.,1,,,,,,,,*F,N
iP5mf,8,survey-likert,2,,iP5mf,8,survey-likert,2,filler,Flipper the dolphin is on TV everyday and considerably that the Beatles are popular.,3,,,,,,,,*F,N
iP5mf,9,survey-likert,2,,iP5mf,9,survey-likert,2,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
iP5mf,11,survey-likert,2,,iP5mf,11,survey-likert,2,filler,Bill throws away magazines without interesting articles that without opening.,1,,,,,,,,*F,N
iP5mf,13,survey-likert,2,,iP5mf,13,survey-likert,2,filler,This habit of cigar smoking is unlikely to be Lasandra's fault because Maria is.,1,,,,,,,,*F,N
iP5mf,14,survey-likert,2,,iP5mf,14,survey-likert,2,filler,This month many locusts have ruined my crops than others have built honeycombs.,3,,,,,,,,*F,C
iP5mf,17,survey-likert,2,,iP5mf,17,survey-likert,2,filler,Shuttles travel to outer-space less often than rockets do.,7,,,,,,,,F,C
iP5mf,18,survey-likert,2,,iP5mf,18,survey-likert,2,filler,The people scheduled to speak at this year's forum are the best that we could find.,6,,,,,,,,F,N
iP5mf,19,survey-likert,2,,iP5mf,19,survey-likert,2,filler,He said how many did she say of the students left without paying.,1,,,,,,,,*F,N
iP5mf,20,survey-likert,2,,iP5mf,20,survey-likert,2,filler,This year any people believe that motorcycles that raced down Main Street.,2,,,,,,,,*F,N
iP5mf,21,survey-likert,2,,iP5mf,21,survey-likert,2,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,2,,,,,,,,*F,N
iP5mf,23,survey-likert,2,,iP5mf,23,survey-likert,2,filler,Hot-air balloons make less noise than helicopters do.,7,,,,,,,,F,C
iP5mf,25,survey-likert,2,,iP5mf,25,survey-likert,2,filler,These days more people have a better grasp of how cars work than how computers work.,6,,,,,,,,F,C
iP5mf,26,survey-likert,2,,iP5mf,26,survey-likert,2,filler,So many people have given money to her charity that I thought that impossible to.,2,,,,,,,,*F,N
iP5mf,27,survey-likert,2,,iP5mf,27,survey-likert,2,filler,The chipmunk that I saw this morning is outside of our office window again.,7,,,,,,,,F,N
iP5mf,28,survey-likert,2,,iP5mf,28,survey-likert,2,filler,Most of the people that John knew showed up to the party before he did.,6,,,,,,,,F,N
iP5mf,29,survey-likert,2,,iP5mf,29,survey-likert,2,filler,This month the fire department has seen a dramatic increase in the number of fires reported.,6,,,,,,,,F,N
iP5mf,30,survey-likert,2,,iP5mf,30,survey-likert,2,filler,Australians will have been to Europe this season to visit the mountains that Uganda.,1,,,,,,,,*F,N
iP5mf,31,survey-likert,2,,iP5mf,31,survey-likert,2,filler,Most parents who care have visited the college that their children go to.,2,,,,,,,,F,N
iP5mf,33,survey-likert,2,,iP5mf,33,survey-likert,2,filler,At the party fewer of the professors stayed than of the students left.,1,,,,,,,,*F,C
iP5mf,34,survey-likert,2,,iP5mf,34,survey-likert,2,filler,Most older elephants are small and fast this season like cheetah adults.,4,,,,,,,,*F,N
iP5mf,35,survey-likert,2,,iP5mf,35,survey-likert,2,filler,I have been to Romania more than twice you have been to Hungary.,2,,,,,,,,*F,C
iP5mf,36,survey-likert,2,,iP5mf,36,survey-likert,2,filler,More people read the Harry Potter books than the Lord of the Rings books.,6,,,,,,,,F,C
iP5mf,37,survey-likert,2,,iP5mf,37,survey-likert,2,filler,Most people have been to the Grand Canyon at one time or another.,5,,,,,,,,F,N
iP5mf,38,survey-likert,2,,iP5mf,38,survey-likert,2,filler,The more things change the more they stay the same.,6,,,,,,,,F,C
iP5mf,39,survey-likert,2,,iP5mf,39,survey-likert,2,filler,This semester Stephen plays a better Guitar Hero solo than Robert does.,5,,,,,,,,F,C
iP5mf,40,survey-likert,2,,iP5mf,40,survey-likert,2,filler,Stanley is 30-years old and 46-years old yesterday and tomorrow respectively.,1,,,,,,,,*F,N
iP5mf,41,survey-likert,2,,iP5mf,41,survey-likert,2,filler,A bartender who works at Sam's favourite bar is known for pouring the best draft beer.,6,,,,,,,,F,N
iP5mf,42,survey-likert,2,,iP5mf,42,survey-likert,2,filler,Weight lifters are a tough act to follow that will act tough if.,1,,,,,,,,*F,N
iP5mf,44,survey-likert,2,,iP5mf,44,survey-likert,2,filler,This year more men attend sporting events than go to the hair salon.,2,,,,,,,,F,C
iP5mf,45,survey-likert,2,,iP5mf,45,survey-likert,2,filler,Fewer police officers were on the scene than ambulances were.,6,,,,,,,,F,C
iP5mf,46,survey-likert,2,,iP5mf,46,survey-likert,2,filler,Some students cheat on tests that they should have been more prepared for.,1,,,,,,,,F,N
iP5mf,48,survey-likert,2,,iP5mf,48,survey-likert,2,filler,Cats rather than dogs are often the preferred choice of pet.,6,,,,,,,,F,N
iP5mf,49,survey-likert,2,,iP5mf,49,survey-likert,2,filler,More Europeans would come to America for their schooling if they could.,7,,,,,,,,F,C
iP5mf,50,survey-likert,2,,iP5mf,50,survey-likert,2,filler,DJ writes a story about rules and regulations that wake up as days fly.,1,,,,,,,,*F,N
iP5mf,51,survey-likert,2,,iP5mf,51,survey-likert,2,filler,Nurses have more trusted doctors that patients are treated by.,1,,,,,,,,*F,C
iP5mf,52,survey-likert,2,,iP5mf,52,survey-likert,2,filler,Christopher will have to work much more on the paper before it is finished.,7,,,,,,,,F,N
iP5mf,53,survey-likert,2,,iP5mf,53,survey-likert,2,filler,Tea is a better drink when you have a cold than coffee is.,6,,,,,,,,F,C
iP5mf,55,survey-likert,2,,iP5mf,55,survey-likert,2,filler,The manager had less fun than the workers at the state fair last year.,7,,,,,,,,F,C
iP5mf,56,survey-likert,2,,iP5mf,56,survey-likert,2,filler,Tall people have made moves in that direction but we pretend to understand it.,5,,,,,,,,*F,N
iP5mf,59,survey-likert,2,,iP5mf,59,survey-likert,2,filler,The shapes were longer this month than I wondered whether they would be.,1,,,,,,,,*F,C
iP5mf,62,survey-likert,2,,iP5mf,62,survey-likert,2,filler,These days more people from the West go to China for vacation than to Germany.,6,,,,,,,,F,C
iP5mf,63,survey-likert,2,,iP5mf,63,survey-likert,2,filler,Every woman from Russia has dated a man that they don't like.,7,,,,,,,,F,N
iP5mf,64,survey-likert,2,,iP5mf,64,survey-likert,2,filler,Italians have more often thought that the men that we did not.,1,,,,,,,,*F,C
iP5mf,65,survey-likert,2,,iP5mf,65,survey-likert,2,filler,Many people that play on that baseball team this season are friends of Patricia.,7,,,,,,,,F,N
iP5mf,66,survey-likert,2,,iP5mf,66,survey-likert,2,filler,Ruth might be a senior and Tom is short for a kindergartener.,4,,,,,,,,*F,N
iP5mf,67,survey-likert,2,,iP5mf,67,survey-likert,2,filler,Despite the rainy weather the hostess sat the couple at a table by the window.,6,,,,,,,,F,N
iP5mf,68,survey-likert,2,,iP5mf,68,survey-likert,2,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
iP5mf,69,survey-likert,2,,iP5mf,69,survey-likert,2,filler,All of the cups of black coffee that I did were left on the counter.,1,,,,,,,,*F,N
iP5mf,70,survey-likert,2,,iP5mf,70,survey-likert,2,filler,Some people visited the country last summer that I might take my grandmother.,2,,,,,,,,*F,N
iP5mf,71,survey-likert,2,,iP5mf,71,survey-likert,2,filler,At least as many women loved that singer as loved Paul McCartney.,1,,,,,,,,F,C
iP5mf,72,survey-likert,2,,iP5mf,72,survey-likert,2,filler,Martin predicts that video sales will go up as more baby-boomers retire.,7,,,,,,,,F,N
iP5mf,73,survey-likert,2,,iP5mf,73,survey-likert,2,filler,A lot of people in the 60s believed that world peace was possible.,5,,,,,,,,F,N
iP5mf,74,survey-likert,2,,iP5mf,74,survey-likert,2,filler,Twenty people witnessed the event yet none of them could describe the assailant.,7,,,,,,,,F,N
iP5mf,75,survey-likert,2,,iP5mf,75,survey-likert,2,filler,Dirty laundry is easy to find and wash incompletely when Bill's homework.,1,,,,,,,,*F,N
iP5mf,78,survey-likert,2,,iP5mf,78,survey-likert,2,filler,These days the university shuttle is on time more often than it is late.,7,,,,,,,,F,C
iP5mf,79,survey-likert,2,,iP5mf,79,survey-likert,2,filler,Malachi told the man in the sailor's cap that his father was in the navy.,7,,,,,,,,F,N
iP5mf,80,survey-likert,2,,iP5mf,80,survey-likert,2,filler,Shoes fit on small feet in order that older shoes wear well with orange.,2,,,,,,,,*F,N
iP5mf,82,survey-likert,2,,iP5mf,82,survey-likert,2,filler,Patty said that watching the soccer game was the most fun she'd had in a long time.,7,,,,,,,,F,N
iP5mf,84,survey-likert,2,,iP5mf,84,survey-likert,2,filler,Psychologists think that patients who pull their hair out are crazier than those who don't.,6,,,,,,,,F,C
iP5mf,85,survey-likert,2,,iP5mf,85,survey-likert,2,filler,Classes and workshops in general are raised before registration ends.,5,,,,,,,,*F,N
iP5mf,86,survey-likert,2,,iP5mf,86,survey-likert,2,filler,The president has said that he won't begin a war that the people don't want.,5,,,,,,,,F,N
iP5mf,87,survey-likert,2,,iP5mf,87,survey-likert,2,filler,These days the hair on her arm is more brown than the hair on his face is important.,1,,,,,,,,*F,C
iP5mf,89,survey-likert,2,,iP5mf,89,survey-likert,2,filler,Dolly has bigger hair this year than yours and mine combined did.,1,,,,,,,,*F,C
iP5mf,90,survey-likert,2,,iP5mf,90,survey-likert,2,filler,Children are more scared of horror movies than adults.,7,,,,,,,,F,C
iP5mf,91,survey-likert,2,,iP5mf,91,survey-likert,2,filler,Canadians find they understand who Barry is unlike who Sarah.,1,,,,,,,,*F,N
iP5mf,92,survey-likert,2,,iP5mf,92,survey-likert,2,filler,Nicer people live on the West Coast than on the East Coast.,7,,,,,,,,F,C
